geochem_depth,geochem_age_kabp,TIC,TOC,Qz_peakarea,C13,O18,TN,TS
334.96,958.55115,5.15,1.47,0.220628,-0.01,-7.21,0.21,0.236
335.12,959.0233,3.93,1.26,,-0.21,-7.12,0.23,0.228
335.28,959.49625,3.7,1.27,0.232859,0.08,-7,0.24,0.231
335.43,959.94755,2.9,1.03,,-0.37,-7.65,0.25,0.22
335.6,960.4394,3.8,0.6,0.264305,0.12,-7.06,0.2,0.142
335.76,960.8492,3.86,0.52,,0.16,-6.84,0.2,0.149
335.92,961.2461,4.43,0.58,0.225004,0.28,-6.57,0.19,0.138
336.08,961.65025,4.34,0.59,,0.29,-6.67,0.19,0.112
336.24,962.0654,2.69,0.54,0.278134,0.08,-6.65,0.22,0.132
336.4,962.47695,3.6,0.49,,0.01,-7.34,0.21,0.099
336.56,962.8904,3.22,0.51,0.250172,-0.33,-7.69,0.21,0.091
336.72,963.29595,1.17,0.66,,-0.26,-6.03,0.24,0.124
336.88,963.69715,0.91,0.62,0.28525,,,0.26,0.137
337.04,964.05575,4.9,0.68,,1.12,-6.5,0.17,0.135
337.2,964.40455,0.58,0.56,0.317904,,,0.29,0.081
337.36,964.74975,2.09,0.71,,,,0.25,0.149
337.52,965.09815,0.26,0.86,0.355895,,,0.29,0.235
337.68,965.44195,1.52,0.86,,,,0.27,0.186
337.84,965.7817,0.4,0.77,0.359589,,,0.29,0.129
338,966.1269,0.38,0.86,,,,0.31,0.144
338.16,966.45885,0.45,1.15,0.310848,,,0.3,0.107
338.32,966.7925,0.23,1.12,,,,0.32,0.111
338.48,967.0953,0.31,1.02,0.300411,,,0.3,0.1
338.64,967.40855,0.41,0.99,,,,0.32,0.111
338.8,967.7183,0.26,1.12,0.286306,,,0.32,0.095
338.96,968.0332,0.8,1.06,,,,0.33,0.091
339.12,968.3412,0.95,1.06,0.282191,,,0.31,0.081
339.28,968.648,1.08,1.15,,,,0.31,0.085
339.44,968.95885,0.85,1.06,0.286687,,,0.32,0.081
339.6,969.27655,0.36,1.28,,,,0.33,0.101
339.76,969.59465,0.44,1.38,0.265182,,,0.34,0.089
339.92,969.9089,0.32,1.37,,,,0.32,0.093
340.08,970.22665,0.39,1.27,0.272755,,,0.34,0.102
340.24,970.5398,0.22,1.32,,,,0.33,0.101
340.4,970.862,1.74,1.8,0.210034,,,0.31,0.106
340.56,971.17915,4.77,1.69,,,,0.25,0.091
340.72,971.4929,0.53,1.18,0.265654,,,0.32,0.12
340.88,971.80325,0.11,0.69,,,,0.3,0.099
341.04,972.1285,0.15,0.8,0.280423,,,0.3,0.105
341.2,972.4596,0.22,0.62,,,,0.28,0.13
341.36,972.78135,0.61,0.7,0.348123,,,0.29,0.115
341.52,973.11265,1.47,0.83,,,,0.29,0.087
341.68,973.44305,2.03,0.82,0.30428,-0.62,-7.27,0.23,0.107
341.84,973.77025,3.47,0.83,,-0.26,-7.4,0.22,0.119
342,974.0936,4.41,0.79,0.241848,-0.01,-7.02,0.2,0.088
342.16,974.42745,5.38,0.9,,0.29,-6.72,0.2,0.107
342.32,974.7663,4.34,0.77,0.240658,0.18,-6.76,0.22,0.113
342.48,975.102,3.67,0.79,,-0.32,-7.36,0.22,0.126
342.64,975.445,3.37,0.69,0.286851,-0.3,-7.44,0.25,0.13
342.8,975.77715,3.28,0.74,,0.11,-7.09,0.28,0.138
342.94,976.083,3.01,0.88,0.242401,-0.07,-7.25,0.28,0.158
343.12,976.4495,2.84,0.77,,-0.1,-7.27,0.26,0.129
343.28,976.79975,2.33,0.83,0.285061,-0.28,-7.36,0.3,0.146
343.44,977.1312,2.57,0.66,,-0.26,-7.29,0.29,0.116
343.6,977.42655,3.87,0.94,0.243648,-0.13,-7.34,0.25,0.117
343.76,977.7229,2.75,0.84,,-0.27,-6.82,0.29,0.137
343.92,978.0214,1.88,0.83,0.321868,-0.49,-7.9,0.27,0.148
344.09,978.3378,2.44,0.72,,-0.47,-7.75,0.29,0.113
344.24,978.6277,2.26,0.6,0.266739,-0.48,-7.15,0.34,0.107
344.42,978.9658,2.61,0.75,,-0.26,-7.51,0.29,0.118
344.56,979.2331,2.6,0.64,0.270441,-0.24,-6.93,0.29,0.094
344.72,979.5329,4.05,0.83,,0.42,-6.06,0.23,0.085
344.88,979.80455,2.96,0.71,0.238849,0.06,-6.56,0.26,0.111
345.04,980.0793,2.21,0.86,,-0.16,-6.74,0.29,0.155
345.2,980.3548,4.44,0.97,0.233374,1.09,-5.87,0.24,0.091
345.36,980.62905,1.07,1.43,,0.27,-5.09,0.33,0.134
345.52,980.9072,0.33,1.24,0.290468,,,0.4,0.134
345.68,981.18255,0.2,1.26,,,,0.37,0.129
345.84,981.4593,4.78,1.36,0.204956,0.7,-6.41,0.27,0.092
346,981.7377,1.47,1.54,,-1.01,-7.13,0.35,0.123
346.16,982.0408,0.65,1.56,0.309976,,,0.4,0.122
346.32,982.35915,0.69,1.55,,,,0.36,0.114
346.48,982.6675,1.44,1.4,0.242733,-0.33,-5.71,0.37,0.142
346.64,982.9953,1.21,1.54,,,,0.4,0.11
346.8,983.30705,0.41,1.57,,,,0.42,0.126
346.96,983.6296,0.25,1.85,,,,0.44,0.143
347.12,983.9493,0.25,1.38,0.211573,,,0.49,0.123
347.28,984.2675,1.84,1.56,,,,0.37,0.134
347.44,984.71205,0.55,1.59,0.217302,,,0.4,0.137
347.6,985.1969,0.34,1.51,,,,0.43,0.124
347.76,985.69135,0.26,1.43,0.269651,,,0.38,0.132
347.92,986.1835,2.51,1.36,,-0.07,-6.13,0.32,0.117
348.08,986.68085,4.12,1.34,0.181974,0.8,-5.67,0.24,0.105
348.24,987.17275,1.71,1.57,,-0.2,-6.24,0.34,0.127
348.4,987.65195,2.09,1.55,0.212098,-0.25,-6.56,0.35,0.128
348.56,988.14035,2.13,1.46,,-0.63,-6.99,0.34,0.126
348.72,988.8569,2.15,1.47,0.205193,-0.1,-6.72,0.31,0.127
348.88,989.7133,3.89,1.63,,0.39,-6.51,0.29,0.122
349.04,990.5617,2.57,1.59,0.195156,-0.13,-7.21,0.32,0.103
349.2,991.4049,3.7,1.7,,0.24,-6.69,0.28,0.099
349.36,992.2506,5.78,1.27,0.141522,0.23,-6.62,0.21,0.085
349.52,993.0892,6.67,0.93,,-0.07,-6.88,0.17,0.069
349.68,993.9235,5.91,1.34,0.172196,0.49,-6.38,0.22,0.085
349.84,994.7531,6.52,1.3,,0.32,-6.49,0.19,0.09
350,995.60965,6.98,1.11,0.180453,-0.19,-7.12,0.16,0.075
350.16,996.50055,6.85,0.92,,-0.31,-7.2,0.18,0.086
350.32,997.4072,6.87,0.89,0.16374,-0.51,-7.34,0.17,0.08
350.48,998.3183,6.25,1.11,,-0.17,-7,0.23,0.091
350.64,999.22635,7.05,0.9,0.165804,-0.26,-7.09,0.2,0.097
350.81,1000.201,5.62,0.94,,-0.66,-7.85,0.22,0.07
350.96,1001.0475,4.81,0.87,0.240481,-0.78,-7.99,0.23,0.08
351.12,1001.952,3.9,1.05,,-0.46,-7.33,0.25,0.088
351.28,1002.772,3.11,0.86,,-0.18,-6.19,0.29,0.092
351.44,1003.472,0.82,1.3,,,,0.33,0.118
351.6,1004.182,0.26,1.69,0.291408,,,0.39,0.123
351.76,1004.8945,0.26,1.52,,,,0.38,0.118
351.92,1005.615,0.17,0.8,0.330089,,,0.39,0.1
352.08,1006.3445,4.03,0.75,,,,0.25,0.074
352.24,1007.065,0.28,1.31,0.297299,,,0.37,0.091
352.4,1007.761,0.91,1.2,,,,0.35,0.09
352.56,1008.4055,0.95,1.13,0.284647,,,0.34,0.092
352.72,1008.867,1.39,1.09,,,,0.33,0.063
352.88,1009.3285,0.27,1.19,0.290201,,,0.39,0.097
353.04,1009.7865,0.45,1.37,,,,0.39,0.083
353.2,1010.2465,1.9,1.16,0.272552,,,0.31,0.08
353.36,1010.7065,0.35,1.15,,,,0.35,0.095
353.52,1011.1585,0.11,0.96,0.278948,,,0.38,0.095
353.68,1011.613,2.03,1.07,,,,0.34,0.088
353.84,1012.057,0.32,1.47,0.314646,,,0.38,0.113
354,1012.499,0.36,1.49,,,,0.39,0.107
354.16,1012.938,0.13,1.27,0.277029,,,0.38,0.107
354.32,1013.372,0.12,1,,,,0.41,0.097
354.48,1013.814,1.3,1.12,0.306025,,,0.36,0.094
354.66,1014.311,0.75,1.17,,,,0.38,0.09
354.8,1014.6905,0.95,1.32,0.265102,,,0.37,0.099
354.96,1015.127,1.89,1.49,,-0.81,-6.62,0.39,0.102
355.12,1015.564,3.39,1.42,0.246076,-1.22,-7.43,0.32,0.093
355.28,1016.0015,4.28,1.33,,-1.1,-7.42,0.33,0.073
355.44,1016.4435,4.54,1.28,0.179029,-0.6,-7.04,0.27,0.099
355.6,1016.8785,4.84,1.45,,-0.76,-6.7,0.27,0.077
355.76,1017.316,4.11,1.8,0.206222,-0.76,-6.76,0.32,0.103
355.92,1017.749,2.87,1.44,,-1.08,-6.02,0.32,0.108
356.08,1018.19,1.37,1.46,0.261759,-0.3,-5.92,0.39,0.119
356.24,1018.6205,0.69,1.47,,,,0.37,0.117
356.4,1019.058,0.34,1.37,0.3035,,,0.38,0.105
356.56,1019.501,1.21,1.37,,,,0.38,0.103
356.72,1019.964,0.29,1.22,0.306445,,,0.39,0.095
356.88,1020.406,1.29,1.21,,-0.37,-5.2,0.37,0.097
357.04,1020.8565,3.48,1.24,0.238104,-0.45,-6.79,0.31,0.087
357.2,1021.3,4.75,1.08,,-0.34,-6.98,0.25,0.077
357.36,1021.743,4.94,1.24,0.191014,-0.21,-6.93,0.29,0.08
357.52,1022.1945,4.28,1.23,,-0.25,-6.91,0.25,0.083
357.68,1022.635,6.03,1.14,0.156488,-0.16,-6.87,0.24,0.08
357.84,1023.0605,5.91,0.94,,-0.38,-7.11,0.24,0.082
358,1023.4835,6.19,1.39,0.144604,0.33,-6.54,0.23,0.087
358.16,1023.9135,5.94,1.53,,0.17,-6.68,0.22,0.086
358.32,1024.343,6.01,1.47,0.142385,0.35,-6.56,0.22,0.086
358.48,1024.77,6.43,1.39,,0.21,-6.85,0.21,0.104
358.64,1025.1995,7.1,1.53,0.139503,0.38,-6.61,0.21,0.086
358.8,1025.621,6.24,1.69,,0.69,-6.42,0.22,0.102
358.96,1026.052,5.08,1.71,0.150335,0.63,-6.6,0.27,0.147
359.12,1026.478,4.13,1.81,,0.38,-6.83,0.34,0.1
359.28,1026.8985,4.92,1.64,0.148198,0.08,-7.07,0.28,0.105
359.44,1027.33,5.59,1.16,,0.74,-5.95,0.23,0.085
359.6,1027.75,4.94,1.1,0.194243,0.41,-6.1,0.24,0.115
359.76,1028.1865,5.88,0.66,,-0.08,-6.88,0.2,0.106
359.92,1028.609,5.7,1.57,0.172438,0.01,-7.12,0.25,0.108
360.08,1029.0455,4.48,1.47,,0.05,-7.08,0.31,0.107
360.24,1029.4685,4.79,0.88,0.168407,-0.03,-7.42,0.26,0.095
360.41,1029.8915,4.15,1.98,,0.05,-7.19,0.34,0.116
360.56,1030.239,4.55,1.98,0.174741,-0.1,-7.49,0.27,0.12
360.72,1030.6095,5.1,1.47,,-0.61,-7.53,0.28,0.102
360.88,1030.9785,3.89,1.58,0.212139,-0.73,-7.15,0.29,0.109
361.04,1031.349,4.53,1.71,,-0.25,-6.44,0.28,0.099
361.2,1031.7225,1.07,1.94,0.237414,-0.76,-6.51,0.4,0.114
361.36,1032.1065,1.72,1.42,,-0.33,-6.54,0.33,0.111
361.52,1032.488,1.05,1.6,0.234864,,,0.39,0.111
361.68,1032.8915,0.14,1.99,,,,0.4,0.114
361.84,1033.337,0.27,1.83,0.244135,,,0.4,0.114
362,1033.7745,0.56,1.52,,,,0.35,0.094
362.16,1034.2175,0.38,1.6,0.233335,,,0.39,0.094
362.32,1034.6595,0.48,1.4,,,,0.35,0.096
362.48,1035.1115,0.56,1.5,0.23655,,,0.36,0.112
362.64,1035.5565,0.54,1.5,,,,0.4,0.11
362.8,1036.0065,0.47,1.74,0.239985,,,0.4,0.091
362.96,1036.5015,0.59,1.93,,,,0.4,0.1
363.12,1037.1185,0.34,1.82,0.231994,,,0.41,0.117
363.28,1037.7365,0.12,1.38,,,,0.38,0.103
363.44,1038.349,0.47,1.19,0.254619,,,0.33,0.108
363.6,1038.949,2.29,0.87,,,,0.29,0.071
363.76,1039.5525,0.19,0.94,0.27667,,,0.32,0.072
363.92,1040.1515,0.32,0.72,,,,0.3,0.081
364.08,1040.7535,0.3,0.67,0.309369,,,0.31,0.093
364.24,1041.353,0.27,0.67,,,,0.26,0.089
364.4,1041.987,3.39,0.51,0.240472,,,0.19,0.074
364.56,1042.6145,0.14,0.6,,,,0.28,0.15
364.72,1043.2405,0.17,0.6,0.402829,,,0.27,0.197
364.88,1043.872,0.55,0.44,,,,0.32,0.147
365.04,1044.502,0.13,0.49,0.371122,,,0.3,0.122
365.2,1045.14,0.33,0.55,,,,0.28,0.144
365.36,1045.7765,0.63,0.55,0.371799,,,0.28,0.153
365.52,1046.4145,0.23,0.53,,,,0.31,0.177
365.68,1047.0685,0.57,0.65,0.383923,,,0.3,0.155
365.84,1047.732,0.85,0.6,,,,0.28,0.135
366,1048.3885,0.32,0.68,0.371614,,,0.32,0.136
366.16,1049.0495,0.27,0.89,,,,0.36,0.101
366.32,1049.7105,0.74,0.96,0.310949,,,0.32,0.094
366.48,1050.3705,0.31,0.78,,,,0.35,0.085
366.64,1051.034,4.95,0.69,0.228104,,,0.2,0.054
366.8,1051.683,0.44,0.91,,,,0.34,0.077
366.96,1052.3025,1.1,1.04,0.354165,,,0.34,0.087
367.12,1052.9115,0.61,1.09,,,,0.33,0.089
367.28,1053.521,0.95,1.09,0.301271,,,0.34,0.083
367.44,1054.1315,1.23,0.92,,,,0.34,0.076
367.6,1054.748,0.51,1.03,0.313283,,,0.33,0.081
367.76,1055.371,0.63,0.91,,,,0.34,0.073
367.92,1055.9955,0.24,0.81,0.354207,,,0.36,0.072
368.08,1056.6265,0.73,0.95,,,,0.37,0.066
368.24,1057.146,1.06,1.12,0.295364,,,0.35,0.077
368.4,1057.639,0.1,1.2,,,,0.38,0.091
368.56,1058.1325,2.35,1.09,0.294667,,,0.3,0.07
368.72,1058.6235,1.15,1.17,,,,0.35,0.095
368.88,1059.119,0.31,1.21,0.342572,,,0.38,0.104
369.04,1059.6065,1.1,1.25,,,,0.37,0.091
369.2,1060.093,2.49,1.26,0.30571,-0.03,-5.82,0.34,0.09
369.36,1060.591,1.71,1.47,,-2,-6.01,0.4,0.115
369.52,1061.0295,4.73,1.57,0.23418,-1.31,-6.84,0.34,0.095
369.68,1061.4515,5.27,1.47,,-1.37,-6.79,0.32,0.105
369.84,1061.8805,2.06,1.51,0.258795,-1.82,-7,0.39,0.127
370,1062.3015,4.13,1.57,,-1.77,-7.17,0.28,0.103
370.16,1062.718,4.61,1.64,0.211159,-1.5,-7.15,0.27,0.104
370.32,1063.135,3.78,1.5,,-1.63,-6.77,0.27,0.09
370.48,1063.556,6.04,1.5,0.177389,-1.76,-7.14,0.26,0.104
370.64,1063.974,6.14,1.51,,-1.52,-6.87,0.27,0.092
370.8,1064.377,6.39,1.15,0.169942,-1.67,-6.9,0.22,0.07
370.96,1064.787,6.6,1.21,,-1.57,-6.93,0.23,0.067
371.12,1065.202,6.68,1.17,0.17691,-1.54,-6.97,0.22,0.074
371.28,1065.6175,7.91,1.24,,-1.43,-6.53,0.18,0.08
371.44,1066.0175,7.5,1.13,0.156204,-1.85,-7.44,0.26,0.089
371.6,1066.4365,8.35,1.01,,-1.85,-7.3,0.18,0.066
371.76,1066.8485,8.41,0.92,0.17198,-1.74,-7.26,0.18,0.096
371.92,1067.257,8.12,1.04,,-1.81,-7.8,0.17,0.089
372.08,1067.6795,8.21,1.11,0.149707,-1.6,-7.57,0.2,0.112
372.24,1068.0965,8.63,1.17,,-1.34,-7.11,0.17,0.089
372.4,1068.527,9.24,1.19,0.0903309,-0.87,-6.79,0.15,0.09
372.56,1068.9605,8.52,0.96,,-1.14,-7.24,0.14,0.106
372.72,1069.3965,8.76,1.08,0.139349,-0.95,-6.73,0.17,0.065
372.88,1069.8225,9.48,1.1,,-1.2,-6.65,0.14,0.087
373.04,1070.2575,9.4,1.38,0.111585,-1,-6.55,0.11,0.083
373.2,1070.686,10.06,0.85,,-0.65,-6.13,0.12,0.075
373.36,1071.13,10.38,0.91,0.0713488,-0.18,-5.31,0.1,0.085
373.52,1071.636,10.28,0.85,,-0.3,-6.07,0.09,0.067
373.68,1072.1445,10.39,0.84,0.0783999,-0.39,-5.96,0.14,0.08
373.84,1072.648,10.11,0.96,,-0.33,-6.14,0.08,0.106
374,1073.1585,9.89,0.91,0.0955802,-0.58,-6.76,0.09,0.095
374.16,1073.6685,9.9,0.98,,-0.34,-6.13,0.1,0.109
374.32,1074.1875,10.05,0.91,,-1.04,-7.09,0.1,0.093
374.49,1074.7285,9.87,0.84,,-0.84,-6.82,0.1,0.165
374.64,1075.208,9.8,0.9,0.10889,-0.6,-6.51,0.09,0.126
374.8,1075.765,9.58,0.9,,-0.29,-6.26,0.12,0.114
374.96,1076.3195,9.87,0.98,0.102637,-0.35,-6.49,0.09,0.131
375.12,1076.8775,8.81,0.96,,-0.43,-6.93,0.15,0.125
375.28,1077.4405,8.46,0.8,0.166295,-1.33,-8.16,0.15,0.124
375.44,1078.0085,8.2,0.54,,-1.21,-7.64,0.13,0.105
375.6,1078.5625,8.46,0.81,0.174126,-1.26,-7.41,0.16,0.137
375.76,1079.1205,8.88,0.8,,-1.07,-6.83,0.13,0.089
375.92,1079.67,9.51,0.75,0.112739,-0.55,-5.86,0.16,0.067
376.08,1080.2405,8.92,0.59,,-1.11,-6.45,0.12,0.089
376.24,1080.8045,8.58,1.01,0.126406,-1.25,-6.7,0.16,0.1
376.4,1081.368,5.92,1.03,,-1.72,-7.56,0.2,0.087
376.56,1081.9215,5.99,1.15,0.12257,-1.3,-6.87,0.19,0.148
376.72,1082.476,6.59,1.07,,-1.39,-6.69,0.17,0.092
376.88,1083.034,6.95,1.07,0.140404,-1.51,-6.74,0.17,0.089
377.04,1083.587,7.47,1.33,,-1.58,-6.88,0.17,0.105
377.2,1084.145,6.7,1.52,0.158032,-1.48,-6.64,0.22,0.163
377.36,1084.709,7.56,1.47,,-1.62,-6.65,0.2,0.119
377.52,1085.295,7.92,1.53,0.163207,-1.5,-6.49,0.19,0.137
377.68,1085.858,6.08,1.32,,-1.2,-6.37,0.23,0.124
377.84,1086.435,5.97,1.6,0.152025,-1.54,-6.48,0.22,0.155
378,1086.9965,4.11,2.1,,-1.37,-6.51,0.33,0.122
378.16,1087.572,4.77,1.76,0.216913,-1.25,-6.19,0.27,0.12
378.32,1088.1375,4.81,1.63,,-1.27,-6.5,0.26,0.126
378.48,1088.6945,5.43,1.87,0.184584,-0.81,-5.83,0.26,0.089
378.64,1089.2915,5.67,1.51,,-1.01,-6.28,0.26,0.098
378.8,1089.8965,4.2,1.9,0.212823,-0.85,-6.33,0.3,0.11
378.96,1090.501,5.4,1.4,,-1.09,-6.75,0.26,0.095
379.12,1091.103,4.82,1.32,0.237535,-1.12,-7.28,0.28,0.08
379.28,1091.7135,4.54,1.23,,-0.7,-6.58,0.29,0.085
379.44,1092.315,4.16,1.35,0.265575,-0.7,-7.18,0.29,0.109
379.6,1092.922,3.9,1.06,,-0.56,-7.49,0.26,0.091
379.76,1093.53,3.08,1.25,0.281653,-0.55,-7.42,0.27,0.122
379.92,1094.0895,3.12,1.01,,-0.96,-8.71,0.3,0.106
380.08,1094.6145,2.7,0.95,0.321702,,,0.27,0.1
380.24,1095.14,0.25,0.83,,,,0.3,0.131
380.4,1095.6745,0.41,0.71,0.371699,,,0.33,0.118
380.56,1096.2045,0.22,0.69,,,,0.32,0.127
380.72,1096.74,0.2,0.6,0.376434,,,0.31,0.1
380.88,1097.2835,0.16,0.61,,,,0.31,0.126
381.04,1097.8205,1.66,0.63,0.373987,,,0.27,0.113
381.2,1098.339,0.73,0.64,,,,0.31,0.135
381.36,1098.842,3.16,0.47,0.310381,,,0.24,0.132
381.52,1099.3505,0.68,0.7,,,,0.33,0.114
381.68,1099.85,0.52,0.76,0.390473,,,0.32,0.115
381.84,1100.341,0.94,0.85,,,,0.35,0.092
382,1100.847,0.82,1.44,0.284692,,,0.4,0.105
382.16,1101.332,1.56,1.33,,,,0.31,0.104
382.32,1101.8215,0.62,0.93,0.348278,,,0.33,0.081
382.48,1102.305,4.27,0.85,,,,0.23,0.059
382.64,1102.768,0.12,1.84,0.322579,,,0.38,0.118
382.8,1103.231,0.48,1.82,,,,0.38,0.115
382.96,1103.711,0.38,1.2,0.340037,,,0.35,0.116
383.12,1104.18,0.89,1.38,,,,0.35,0.106
383.28,1104.646,1.07,1.49,0.284373,,,0.37,0.103
383.44,1105.1175,2.56,1.41,,-0.19,-6.29,0.34,0.107
383.6,1105.5875,5.87,1.21,0.20271,-0.74,-6.66,0.22,0.077
383.76,1106.0525,5.48,0.92,,-1.03,-7.36,0.2,0.059
383.92,1106.542,5.87,1.02,0.154671,-0.85,-6.99,0.2,0.062
384.07,1107.014,5.33,1.31,,-0.4,-6.42,0.21,0.112
384.24,1107.5425,5.3,1.2,0.156562,-0.73,-6.82,0.2,0.112
384.4,1108.037,5.86,1.27,,-1,-7.3,0.19,0.104
384.56,1108.5295,6.18,1.16,0.144252,-0.57,-6.74,0.19,0.077
384.74,1109.0875,5.06,1.12,,-0.65,-7.4,0.2,0.135
384.9,1109.583,4.83,1.15,0.150628,-0.62,-6.79,0.23,0.144
385.04,1110.013,5.39,1.12,,-0.35,-6.76,0.2,0.093
385.2,1110.486,6.17,1.23,0.202389,0.08,-5.84,0.21,0.088
385.36,1110.9745,6.17,1.19,,-0.41,-6.98,0.18,0.084
385.52,1111.4665,5.87,1.11,0.158957,-0.36,-7.06,0.21,0.063
385.68,1111.945,5.79,1.1,,-0.28,-6.98,0.19,0.085
385.84,1112.423,5.23,1.32,0.153784,-0.28,-6.89,0.24,0.086
385.99,1112.8735,5.35,1.43,,-0.55,-7.17,0.23,0.083
386.16,1113.3895,6.64,1.46,0.185533,-0.84,-7.74,0.19,0.083
386.32,1113.866,7.24,1.46,,-0.7,-7.64,0.19,0.085
386.48,1114.3355,5.61,1.64,0.211095,-0.99,-8.09,0.24,0.104
386.64,1114.8035,3.24,1.3,,-1.22,-7.73,0.31,0.085
386.8,1115.272,2.28,1.24,0.226777,-1.29,-8.16,0.27,0.064
386.96,1115.7365,0.72,1.24,,,,0.3,0.084
387.12,1116.208,0.23,1.19,0.263325,,,0.33,0.096
387.28,1116.6765,0.19,1.01,,,,0.3,0.086
387.44,1117.14,0.08,0.81,0.38567,,,0.33,0.08
387.6,1117.607,0.17,0.71,,,,0.3,0.091
387.76,1118.117,0.7,0.69,0.348507,,,0.27,0.08
387.92,1118.6345,0.42,0.71,,,,0.28,0.09
388.08,1119.151,0.15,0.65,0.333288,,,0.3,0.08
388.24,1119.6655,0.48,0.78,,,,0.3,0.089
388.4,1120.185,0.16,0.75,0.300063,,,0.32,0.082
388.56,1120.7075,1.2,0.68,,,,0.29,0.105
388.72,1121.228,1.17,0.79,0.351841,,,0.29,0.081
388.88,1121.7475,0.39,0.79,,,,0.32,0.109
389.04,1122.3205,0.23,0.98,0.271875,,,0.32,0.074
389.2,1122.917,0.23,1.06,,,,0.34,0.081
389.36,1123.509,0.21,0.95,0.276185,,,0.31,0.071
389.52,1124.101,0.13,0.81,,,,0.31,0.067
389.68,1124.699,0.42,0.76,0.308608,,,0.3,0.076
389.84,1125.295,0.64,0.79,,,,0.32,0.069
390,1125.884,0.72,0.79,0.295358,,,0.31,0.057
390.16,1126.4745,0.54,0.98,,,,0.33,0.055
390.32,1127.086,0.75,1.4,0.253661,,,0.33,0.067
390.48,1127.7255,0.21,1.25,,,,0.33,0.076
390.64,1128.3495,0.4,1.07,0.280958,,,0.32,0.077
390.8,1128.987,0.12,1.23,,,,0.35,0.089
390.96,1129.615,0.08,1.27,0.260633,,,0.35,0.083
391.12,1130.2445,0.05,0.95,,,,0.38,0.064
391.28,1130.8735,3.05,0.94,0.261862,,,0.29,0.053
391.44,1131.4945,0.87,1.05,,,,0.4,0.057
391.6,1132.1875,0.57,1.7,0.224667,,,0.37,0.081
391.76,1132.9405,0.16,1.63,,,,0.35,0.094
391.92,1133.699,0.12,1.59,0.258064,,,0.36,0.081
392.08,1134.453,0.13,1.14,,,,0.36,0.076
392.24,1135.2085,0.36,1.48,0.281649,,,0.32,0.085
392.4,1135.956,0.68,1.24,,,,0.33,0.071
392.56,1136.696,0.59,1.23,0.258594,,,0.35,0.074
392.72,1137.438,0.51,0.98,,,,0.34,0.062
392.88,1138.18,0.59,1.33,0.297621,,,0.38,0.074
393.04,1138.923,0.1,1.49,,,,0.38,0.081
393.2,1139.689,0.34,1.63,0.208689,,,0.33,0.083
393.36,1140.438,0.79,1.4,,,,0.35,0.082
393.52,1141.203,0.89,1.13,0.264898,,,0.31,0.066
393.68,1141.9495,0.16,1.29,,,,0.33,0.088
393.84,1142.7075,0.17,1.05,0.301263,,,0.35,0.076
394,1143.459,0.84,0.91,,,,0.32,0.061
394.16,1144.2195,3.7,1.05,0.207776,,,0.28,0.058
394.32,1145.0075,0.1,1.45,,,,0.33,0.078
394.48,1145.7995,0.63,1.63,0.224783,,,0.34,0.088
394.64,1146.597,2.81,1.42,,,,0.31,0.079
394.8,1147.3835,4.68,1.35,0.176128,,,0.27,0.065
394.96,1148.1745,4.4,1.39,,,,0.24,0.054
395.12,1148.9665,1.81,1.73,0.181681,,,0.3,0.015
395.28,1149.773,0.94,1.71,,,,0.35,0.093
395.44,1150.51,0.29,1.33,0.312775,,,0.36,0.089
395.6,1150.907,0.51,1.26,,,,0.34,0.078
395.76,1151.304,0.67,1.57,0.286177,,,0.35,0.082
395.92,1151.6965,0.88,1.39,,,,0.36,0.116
396.08,1152.0855,0.17,1.36,0.321792,,,0.36,0.102
396.24,1152.475,3.54,1.42,,,,0.29,0.082
396.4,1152.8605,4,1.37,0.204975,-1.28,-7.9,0.26,0.067
396.56,1153.2465,4.57,1.49,,-1.2,-7.63,0.25,0.079
396.72,1153.625,5.58,1.24,0.16165,-0.85,-7.36,0.26,0.084
396.88,1154.0945,5.39,1.6,,-0.55,-6.81,0.23,0.073
397.04,1154.5735,4.97,2.23,0.153609,-0.8,-7.17,0.31,0.096
397.2,1155.0455,4.54,1.83,,-1.22,-7.44,0.27,0.089
397.36,1155.5145,4.81,1.82,0.171408,-1.72,-7.5,0.26,0.089
397.52,1155.987,4.99,1.82,,-1.78,-7.41,0.27,0.084
397.68,1156.443,4.97,2.13,0.12651,-1.8,-7.31,0.25,0.129
397.84,1156.901,4.78,2.01,,-1.53,-7.14,0.28,0.075
398,1157.3615,4.54,1.78,0.153228,-1.77,-7.2,0.27,0.08
398.16,1157.855,4.25,1.8,,-1.81,-7.31,0.26,0.088
398.32,1158.3485,3.09,1.85,0.175463,-1.78,-7.36,0.31,0.089
398.48,1158.842,5.55,1.96,,-1.71,-7.19,0.24,0.088
398.64,1159.344,4.74,1.81,0.169333,-1.92,-7.62,0.26,0.082
398.8,1159.844,4.55,2.12,,-1.9,-7.66,0.28,0.099
398.96,1160.3445,5.51,1.57,0.172088,-1.76,-7.86,0.23,0.073
399.12,1160.8415,6.78,1.42,,-1.43,-7.4,0.19,0.071
399.28,1161.325,7.46,1.25,0.129827,-1.72,-7.69,0.2,0.057
399.44,1161.7635,8,1.34,,-1.49,-7.39,0.18,0.04
399.6,1162.184,7.91,1.29,0.119447,-1.3,-7.41,0.19,0.061
399.76,1162.6,6.81,1.31,,-1.68,-8.12,0.21,0.081
